Comment	Comment Reply
sukriy acha jaankari ke liye,,,sir me Nepal se hu fillhaal  abhi saudi par hu ,job se retayerd hone ke baad kapde ke dukan rakhna chahata  ,,,apni gou ke ghar se suru yaa har din bazaar jaakar bechna suru kardu,isme suru karne pr budget kitna lagega sir please help me,,,,aapki video dekh kar kapde  ka dukan kholne ki man aaya	ये बहुत ख़ुशी की बात है कि आप कपड़ों का बिजनेस शुरू करना चाहते हैं. हम इस काम में आपकी पूरी मदद करेंगे. विस्तार से आपको पूरी जानकारी दी जाएगी. 
Har Har Mahadev  Hum online Hollselar marketing karna hai?	जी ज़रूर, बिज़नेस की जानकारी के लिए आप हमारे सेल्स एग्जीक्यूटिव से संपर्क कर सकते हैं, धन्यवाद। 
सर में कपड़े का काम करना चाहता हूं आगरा में आपसे जुड़कर	जी ज़रूर शुरू करे, हमे आपसे जुड़कर बेहद ख़ुशी होगी। अधिक जानकारी के लिए संपर्क करे, धन्यवाद | 
Sir aap se milkar bahut achha laga	जी जरूर सर, हमको भी आपसे मिलकर बहुत खुशी हुई और किसी भी प्रकार की जानकारी के लिए संपर्क करे, धन्यवाद। 
Hello sir jii❤❤	नमस्ते, किसी भी प्रकार की जानकारी के लिए आप हमारे सेल्स एग्जीक्यूटिव से संपर्क कर सकते हैं, धन्यवाद। 
जन्म दिन की बहुत बहुत शुभकामनाएं	आपकी शुभकामनाओ के लिए तहे दिल से शुक्रिया। 
Sar main bhi business karna chahta hun main to Hyderabad se hun	हां, जरूर आप अपना बिजनेस स्टार्ट कर सकते हैं। हम आपको बिजनेस की पूरी जानकारी देंगे। 
Me Ahmedabad ke Dholka taluka se hu  me 4 sal se business kar rahi hu me is bar plan kar rahi hu ki aapke vaha se product lakhe sale karu 😊	जी ज़रूर, धन्यवाद | 
इस्वर् सब कुछ जनता है कोटि कोटि प्रणाम ईश्वर जी	यह तो आपका बड़प्पन है, जो आपने मुझे इतना उचा दर्जा दिया। में आपकी सफलता की कामना करता हु। किसी भी प्रकार की जानकारी के लिए आप संपर्क कर सकते हैं, धन्यवाद। 
Sar please koshish kijiye humko jankari nahin hai ki Mal kaise mangana hai	ऑनलाइन कैसे परचेस कर सकते हैं, जानने के लिए संपर्क करें। धन्यवाद। 
Sar main aapse Milana chahta hun aur aapse jald hi milunga mera naam Vinod Kumar hai	जी ज़रूर, आपका हार्दिक स्वागत है। हमारे सेल्स एग्जीक्यूटिव टीम आपकी सहायता करेगी। धन्यवाद। 
Thankyou sir bahot sahi baat bataye aapne	Most welcome. 
Main bahut jaldi aaungi Surat	जी ज़रूर, आपका हार्दिक स्वागत है। 
